id,name,type,cuisine,phone,website,capacity,stars,meta_name_com,meta_code_com,meta_name_dep,meta_code_dep,meta_geo_point
16584,Le café du Re-Père,cafe,,,,,,Piré-Chancé,35220,Ille-et-Vilaine,35,"47.9925701559355, -1.42688150966634"
16613,La Taverne,bar,,,,,,Plouha,22222,Côtes-d'Armor,22,"48.6759294549516, -2.92961626798026"
16642,La Table de Freddy,restaurant,,+33 2 56 28 08 84,,,,Domalain,35097,Ille-et-Vilaine,35,"47.9965055432944, -1.24269891043605"
16679,Le Rally bar,bar,,,,,,Guénin,56074,Morbihan,56,"47.9072440580097, -2.9812284235044"
16688,Et Bientôt Chez Fogg's,restaurant,,,,,,Vannes,56260,Morbihan,56,"47.6577239368087, -2.75950277704573"
16721,Hôtel-Restaurant Ar-Men,restaurant,french,+33 2 98 70 90 77,https://hotel-armen.net/,,,Île-de-Sein,29083,Finistère,29,"48.0381266378738, -4.85458252549935"
16743,Roadside,fast_food,burger,+33 2 34 09 02 59,https://roadside.fr/restaurant/vitre/,,,Vitré,35360,Ille-et-Vilaine,35,"48.1099014614818, -1.21584966291451"
16750,La Rocaille,restaurant,pizza,,,,,Plouhinec,56169,Morbihan,56,"47.6975367195974, -3.25170405701053"
16798,Crêperie L'abricotier,restaurant,regional,,,,,Louannec,22134,Côtes-d'Armor,22,"48.7962133697098, -3.42662104901572"
16811,L'Effet Boeuf,restaurant,french,,,,,Douarnenez,29046,Finistère,29,"48.1011070848532, -4.3508450645588"
16818,Huê,restaurant,asian,+33 2 97 67 98 51,,,,Vannes,56260,Morbihan,56,"47.6583248354472, -2.75243096533825"
16833,Au Comptoir d'Italie,restaurant,italian,,https://www.au-comptoir-ditalie.fr/,,,Rennes,35238,Ille-et-Vilaine,35,"48.1303802949534, -1.63393622718135"
16835,Le Derby,bar,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.0934467797239, -1.67093537271279"
16872,Le Bénédicte,restaurant,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1107172721177, -1.67671360530352"
16876,Au Gai Logis,restaurant,,,,,,Pleumeur-Bodou,22198,Côtes-d'Armor,22,"48.7730123455446, -3.51687000631333"
16914,Auberge du Couesnon,restaurant,,+33 9 87 79 95 42,https://www.aubergeducouesnon.fr/,,,Rives-du-Couesnon,35282,Ille-et-Vilaine,35,"48.2992913180587, -1.31095274797798"
16984,Villa Vintage,pub,,,,,,Lannion,22113,Côtes-d'Armor,22,"48.7316405287656, -3.4583883782243"
16988,KilKenny's Pub,pub,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1110434957892, -1.67743972957544"
16994,Le Saint-Hélier,bar,,+33 9 62 32 40 17,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1059852686811, -1.66617956467115"
17001,L'Épicerie,cafe,french,+33 2 99 38 76 70,,,,Rennes,35238,Ille-et-Vilaine,35,"48.113549433381, -1.67723663606154"
17016,Diboiloré,pub,,,,,,Pordic,22251,Côtes-d'Armor,22,"48.555660795257, -2.80693714057111"
17051,La Calzone,restaurant,pizza,,,,,Plounéour-Brignogan-plages,29021,Finistère,29,"48.6627566235621, -4.32700290861979"
17073,Chez jean-Paul,restaurant,,,,,,Hœdic,56085,Morbihan,56,"47.3398699308904, -2.87752600869911"
17078,Le Sainte-Barbe,restaurant,crepe,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.650590961658, -2.02458932527549"
17086,Le noroît Pub,pub,,,,,,Groix,56069,Morbihan,56,"47.6437754440996, -3.44888967027197"
17091,Le Vincennes Bar PMU,bar,,+332 96 37 02 92,,,,Lannion,22113,Côtes-d'Armor,22,"48.7294657601682, -3.45128530201799"
17097,La Dame Blanche,cafe,,+33 2 97 82 45 11,https://www.la-dameblanche.fr/,,,Port-Louis,56181,Morbihan,56,"47.7074556961748, -3.35529423813233"
17120,Le Beau Rivage,restaurant,,,,,,Caurel,22033,Côtes-d'Armor,22,"48.2064909932541, -3.04596144261828"
17158,Bar Tabac Le Rozell,bar,,+33 2 97 93 40 43,,,,Campénéac,56032,Morbihan,56,"47.9571956746961, -2.29432081341787"
17160,Snack,fast_food,"chicken,pizza,sandwich",,,,,Pénestin,56155,Morbihan,56,"47.4711615476294, -2.46684820864732"
17166,L'endroit,restaurant,"crepe,salad,burger,seafood",,,,,Pénestin,56155,Morbihan,56,"47.4745290610483, -2.48501045171983"
17175,La Rustigue,restaurant,,,,,,Saint-Georges-de-Gréhaigne,35270,Ille-et-Vilaine,35,"48.5690683199353, -1.54560085837826"
17191,Le Saigon,restaurant,vietnamese,,,,,Morlaix,29151,Finistère,29,"48.5778272411136, -3.82757902650943"
17194,La Dent Creuse,restaurant,,,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6498705370803, -2.02443032057226"
17195,Bar Restaurant Le Relais Malouin,restaurant,,,,,,Châteauneuf-d'Ille-et-Vilaine,35070,Ille-et-Vilaine,35,"48.5599427743122, -1.93062760396717"
17207,Le Nantais,bar,,,,,,Redon,35236,Ille-et-Vilaine,35,"47.6485695574387, -2.08478915969604"
17209,Le Redonnais,cafe,,+33299723725,,,,Redon,35236,Ille-et-Vilaine,35,"47.6519751246981, -2.08364737684573"
17218,L'Atelier Gourmand,restaurant,french,,,,,Brest,29019,Finistère,29,"48.3970802163561, -4.47911391555633"
17219,La Poke,restaurant,,+33 2 98 46 23 11,https://www.lapoke.fr,,,Brest,29019,Finistère,29,"48.383192743902, -4.48379076607003"
17220,Carmine,restaurant,italian,+33 2 98 80 03 13,,,,Brest,29019,Finistère,29,"48.3864160885865, -4.4926270522146"
17221,Latitude Crêperie,restaurant,crepe,+33 2 98 33 10 70,https://www.latitudecrepe.com,,,Brest,29019,Finistère,29,"48.3817245697422, -4.48782874792388"
17223,Le Jean Bart,bar,,,,,,Brest,29019,Finistère,29,"48.3798293376156, -4.52724146247414"
17224,Le Longchamp,pub,,,,,,Le Relecq-Kerhuon,29235,Finistère,29,"48.3965006915706, -4.41962956039063"
17225,Le Bar à jus,pub,,,,,,Brest,29019,Finistère,29,"48.4069803336514, -4.51769380420723"
17226,La Villette,pub,,,,,,Brest,29019,Finistère,29,"48.4103698914757, -4.4908299721742"
17227,L'effet mer,bar,,,,,,Brest,29019,Finistère,29,"48.3830402770833, -4.48401682599862"
17252,Au P'tit Midi,restaurant,,,,,,Rospez,22265,Côtes-d'Armor,22,"48.7451053856616, -3.38004985387917"
17265,Le Tarmac,bar,,,,,,Vannes,56260,Morbihan,56,"47.6529101259971, -2.75738165262865"
17266,Le Comptoir du Port,restaurant,french,,,,,Vannes,56260,Morbihan,56,"47.6536156307872, -2.75963361855429"
17288,Signorizza,restaurant,pizza,+332 23 55 81 98,https://restaurant-pizzeria.signorizza.com/store/signorizza-vitre-vitre-11733,,,Vitré,35360,Ille-et-Vilaine,35,"48.109899282187, -1.21072982881807"
17289,La Place,restaurant,,,,,,Vitré,35360,Ille-et-Vilaine,35,"48.1243059297236, -1.21390925232984"
17291,Le Vieux Port,restaurant,regional,+33 2 96 72 16 11,,,,Erquy,22054,Côtes-d'Armor,22,"48.6361848170356, -2.4696166674465"
17297,Le Jubilé,bar,,,,,,Vitré,35360,Ille-et-Vilaine,35,"48.1247967739734, -1.21004603315717"
17299,Le Crapaud rouge,restaurant,french,,,,,Tréveneuc,22377,Côtes-d'Armor,22,"48.6714915724973, -2.86368606163609"
17329,Café Frui'Thé,cafe,"brunch,breakfast,coffee_shop",+33 9 88 56 57 58,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6467253955525, -2.02612095044236"
17370,Crêperie Saint-Melaine,restaurant,regional,+33 2 99 38 72 06,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1150330302427, -1.67832754075957"
17399,Banco,fast_food,"american,burger,french,friture,local",+33 2 99 63 86 73,https://banco-rennes.com/,,,Rennes,35238,Ille-et-Vilaine,35,"48.1153285761486, -1.67915382877442"
17410,Le Relais des Moulins,restaurant,,+33 2 99 43 71 55,,,3.0,Bain-de-Bretagne,35012,Ille-et-Vilaine,35,"47.8434093274589, -1.67987643264701"
17443,La Girouette,restaurant,,,,,,Île-aux-Moines,56087,Morbihan,56,"47.601026061534, -2.85310005320406"
17444,Crêperie ATAO,restaurant,"crepe,regional,seafood",,,,,Île-aux-Moines,56087,Morbihan,56,"47.5961993425916, -2.84705200715018"
17448,Ar Gregam,bar,,,,,,Grand-Champ,56067,Morbihan,56,"47.7578920383218, -2.84284286683354"
17491,L'Accalmie,restaurant,,,,,,Beaussais-sur-Mer,22209,Côtes-d'Armor,22,"48.580799631617, -2.14103307109482"
17521,Pianoza (fermé ?),restaurant,italian,+33 2 97 54 34 63,,,,Vannes,56260,Morbihan,56,"47.6491064183369, -2.74393758285251"
17532,Le Triskell,bar,,,,,,Plouhinec,56169,Morbihan,56,"47.6970451209763, -3.25166156076145"
17684,Rive Droite,restaurant,,,,,,Hennebont,56083,Morbihan,56,"47.8052158445443, -3.28360591576504"
17692,Les ateliers gourmands,restaurant,"crepe,french",+33 2 97 72 10 76,https://lesateliersgourmands.fr/,,,Ploërmel,56165,Morbihan,56,"47.9328135565547, -2.39883644046904"
17783,Breiz'h Bihan,restaurant,french,,,,,Pleubian,22195,Côtes-d'Armor,22,"48.8419094941551, -3.13858817820815"
17787,La Pampa,fast_food,"mexican,sandwich,salad,burger",,,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.648174291335, -2.02578408175384"
17794,Les grains de café,cafe,,,,,,Saint-Jacut-de-la-Mer,22302,Côtes-d'Armor,22,"48.6003594732246, -2.18709716108938"
17800,Café de Landouar,cafe,,,,,,Saint-Jacut-de-la-Mer,22302,Côtes-d'Armor,22,"48.5956871489386, -2.19017616940116"
17802,L'Auberge des Landes,restaurant,traditional,+33299520840,https://auberge-des-landes-restaurant-guichen.eatbu.com/?lang=fr,,,Guichen,35126,Ille-et-Vilaine,35,"47.9604119785819, -1.81377532418713"
17844,L'attrape-rêve,bar,,+33660528371,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1148558368097, -1.67544165149693"
17868,Oh my biche,cafe,coffee_shop,+33 9 81 32 11 71,https://ohmyb.fr/oh-my-bear/,,,Rennes,35238,Ille-et-Vilaine,35,"48.1102547587006, -1.68738737226175"
17869,Délice Café,cafe,,,,,,Vannes,56260,Morbihan,56,"47.6559028845252, -2.75748441476156"
17873,Le fief,pub,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1130322699552, -1.67995874293618"
17879,Le Cabello,bar,,,,,,Vannes,56260,Morbihan,56,"47.6595011517385, -2.75297243628324"
17918,Le Daily,bar,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1361904625953, -1.66734423011712"
17927,Cave à Flo,bar,,+33290780225,https://www.cave-flo.com/,,,Cesson-Sévigné,35051,Ille-et-Vilaine,35,"48.1090630197074, -1.61431176110023"
17947,La criée,restaurant,,,,,,Crozon,29042,Finistère,29,"48.2260716219816, -4.50438216850125"
17952,Le Grand Café,restaurant,french,,,,,Guingamp,22070,Côtes-d'Armor,22,"48.5621422695241, -3.15157493134714"
17960,Café du commerce,bar,,,,,,Port-Louis,56181,Morbihan,56,"47.7082882706171, -3.35587443347001"
17961,Pokawa,fast_food,poke,+33 2 97 35 11 49,https://restaurants.pokawa.com/poke-bowl-lorient,,,Lorient,56121,Morbihan,56,"47.7485752176683, -3.36401560838436"
17977,L'Appel du Large,restaurant,,,http://www.casino-barriere-dinard.com,60.0,,Dinard,35093,Ille-et-Vilaine,35,"48.6355165278956, -2.05353874245617"
17980,Le Studio,restaurant,,+33 299 091 886,,,,Talensac,35331,Ille-et-Vilaine,35,"48.1094751578865, -1.92723620212413"
17982,La Cabane à Huîtres,restaurant,seafood,,,,,Baden,56008,Morbihan,56,"47.5920928805888, -2.92687085941481"
17992,Ty Pin,restaurant,,,,,,Plogastel-Saint-Germain,29167,Finistère,29,"47.9750350468584, -4.22885233120053"
18027,Nal Kebab,fast_food,kebab,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1091898379024, -1.66584873095292"
18043,Super Canon,restaurant,,+33 6 22 36 47 99,https://supercanon.bzh/,,,Rennes,35238,Ille-et-Vilaine,35,"48.1155783568632, -1.68076524965952"
18046,Le pacéen,cafe,,,,,,Pacé,35210,Ille-et-Vilaine,35,"48.1473681495723, -1.77302267859557"
18058,Crêperie Ty Billig Ar Mor,restaurant,,,,,,Landéda,29101,Finistère,29,"48.5968894491298, -4.56127182172054"
18094,Le Triskel,cafe,,,,,,Tonquédec,22340,Côtes-d'Armor,22,"48.669935136897, -3.39670100744755"
18125,Soupson,restaurant,,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5061562692859, -2.74731356199371"
18132,Oscar Pizzas,restaurant,italian,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.0912001782163, -1.66670452326693"
18145,Caliente,restaurant,,,https://www.restaurant-brasserie-rennes.fr/,,,Rennes,35238,Ille-et-Vilaine,35,"48.1135251258618, -1.68194097921767"
18167,Epicerie du Bout du Monde,restaurant,french,,,,,Crozon,29042,Finistère,29,"48.2849500493669, -4.50875383392042"
18176,Le Genty Home,restaurant,,+33 2 99 45 46 07,https://www.restaurant-legentyhome.fr/,,,Tinténiac,35337,Ille-et-Vilaine,35,"48.2967367654285, -1.80802491951493"
18193,La Cuisine du Marché,restaurant,,+33 2 96 61 70 94,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5142978632954, -2.76257114034047"
18194,Atelier Galerie Le Ruisseau,fast_food,,,,,,Le Faou,29053,Finistère,29,"48.2955300228286, -4.18068480260456"
18215,La Marelle,bar,,+33 2 99 08 04 63,,,,La Gacilly,56061,Morbihan,56,"47.7637429420131, -2.13139555882591"
18248,L'Escabelle,restaurant,crepe,,,,,Saint-Quay-Portrieux,22325,Côtes-d'Armor,22,"48.6543937473088, -2.8345834232654"
18251,Auberge de Bel Air,restaurant,,,https://www.restaubergedebelair.com/,,,Brélès,29017,Finistère,29,"48.4758749676909, -4.72425994058628"
18259,Glenn,restaurant,,,,,,Ploudalmézeau,29178,Finistère,29,"48.5575313845883, -4.70074384068073"
18262,Chez Simon,restaurant,,,,,,Josselin,56091,Morbihan,56,"47.9539343599904, -2.547744806022"
18263,L'Annexe Bar,bar,,,https://www.facebook.com/AnnexeBar,,,Saint-Pierre-Quiberon,56234,Morbihan,56,"47.5297347899201, -3.14701417019236"
18293,La Plage,restaurant,seafood,+33296232896,,,,Perros-Guirec,22168,Côtes-d'Armor,22,"48.8154700378797, -3.45719412466013"
18294,Le Comptoir des Burgers,fast_food,burger,,,,,Perros-Guirec,22168,Côtes-d'Armor,22,"48.8147776926776, -3.45734164615601"
18296,Saveurs de l'Inde,restaurant,indian,,,,,Vannes,56260,Morbihan,56,"47.6575792651599, -2.75971123497766"
18308,Ker Jo Ann,restaurant,,+33 2 99 00 30 31,,,,Châteaubourg,35068,Ille-et-Vilaine,35,"48.1006914262748, -1.42752490455393"
18318,K-well’s,restaurant,,,,,,Saint-Cast-le-Guildo,22282,Côtes-d'Armor,22,"48.6135608869039, -2.24374843298241"
18320,Carrement Crep',restaurant,,,,,,La Richardais,35241,Ille-et-Vilaine,35,"48.6173904946448, -2.03700032548548"
18323,Chez Martin,restaurant,crepe,,,,,Plérin,22187,Côtes-d'Armor,22,"48.5251876318984, -2.74213446784182"
18363,Café Associatif,cafe,,,,,,Logonna-Daoulas,29137,Finistère,29,"48.3396297299954, -4.25879408189792"
18380,Home Burger,restaurant,burger,+33 2 57 64 03 30,https://www.burger-saint-malo.fr/,,,Saint-Malo,35288,Ille-et-Vilaine,35,"48.6497967763323, -2.02390008137752"
18385,Friterie Belge Serken,fast_food,fries,,,,,Logonna-Daoulas,29137,Finistère,29,"48.3230051470601, -4.29748167800463"
18389,L'embuscade bar presse,pub,,,,,,Le Guerno,56077,Morbihan,56,"47.5830436941036, -2.40789752925673"
18390,Pizza Roma,restaurant,,,,,,Le Guerno,56077,Morbihan,56,"47.5825750618972, -2.40787883761263"
18396,Chez Rhum'i,cafe,,,,,,Le Quiou,22263,Côtes-d'Armor,22,"48.3506946803748, -2.00620806307305"
18417,Café du port,restaurant,,,,,,Crozon,29042,Finistère,29,"48.2863347397711, -4.50649432428196"
18443,La Serre,restaurant,,,,,,Paimpol,22162,Côtes-d'Armor,22,"48.7847426513979, -3.04849093335798"
18462,Le resto des prés,restaurant,,+33970911312,,,,Lizio,56112,Morbihan,56,"47.8707436357171, -2.49895483729637"
18514,Banh Mi Viêt,fast_food,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1122091670636, -1.67921987817144"
18532,La Casa di Nathano,restaurant,pizza,+336 33 67 62 13,,,,Riec-sur-Bélon,29236,Finistère,29,"47.8433062300499, -3.69387073944748"
18582,Tasty,fast_food,,,,,,Vannes,56260,Morbihan,56,"47.6597033232431, -2.78611682836421"
18586,La maison d'Oumé San,cafe,,,,,,La Chapelle-de-Brain,35064,Ille-et-Vilaine,35,"47.6976243943046, -1.89549888012891"
18597,Monument Café - MO Café,cafe,,,,,,Brest,29019,Finistère,29,"48.3860339576208, -4.43632874226421"
18611,Assiette Coréenne,restaurant,korean,,https://assiettecoreenne.business.site/,,,Gourin,56066,Morbihan,56,"48.1390566543854, -3.6066772373137"
18614,Adam glacier,ice_cream,,+33 2 96 22 29 19,,,,Paimpol,22162,Côtes-d'Armor,22,"48.7792429494496, -3.04484413492526"
18634,Thaïland'Erne,restaurant,"thai,sushi",,,,,Landerneau,29103,Finistère,29,"48.4510494468716, -4.25132161521873"
18637,Bistrot 39,restaurant,,+33229627960,https://bistrot39.fr/,,,Brest,29019,Finistère,29,"48.3921681696392, -4.48095433003613"
18664,Saveurs du Monde,fast_food,kebab,+33297611255,http://www.saveurdumonde56.fr,,,Ploeren,56164,Morbihan,56,"47.6584613766499, -2.87090975342909"
18695,Le Sahré Ivoire,restaurant,international,,,,,Saint-Jacques-de-la-Lande,35281,Ille-et-Vilaine,35,"48.0964335871007, -1.69203983143726"
18702,La Ruche,fast_food,kebab,,,,,Landivisiau,29105,Finistère,29,"48.5098017266141, -4.06861481768019"
18712,All In,restaurant,,,,,,Vannes,56260,Morbihan,56,"47.6435056306364, -2.73933172705867"
18726,La Pimprenelle,restaurant,pizza,+33 2 99 27 46 80,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1153892611276, -1.67894101225284"
18773,Crêperie Saint-Mathieu,restaurant,crèpes,,,,,Quimper,29232,Finistère,29,"47.9952711404141, -4.10896731121426"
18781,Le Santos café,bar,,,,,,Saint-Thois,29267,Finistère,29,"48.1635806781476, -3.88505893335019"
18818,Le Roof,restaurant,,,,,,Trégastel,22353,Côtes-d'Armor,22,"48.8331291991237, -3.51481593712163"
18838,Café des Sports,bar,,,,,,Langon,35145,Ille-et-Vilaine,35,"47.7198241163167, -1.84927394141243"
18845,Le garde manger,restaurant,,+33 6 67 92 65 31,http://www.le-garde-manger-brest.fr,,,Brest,29019,Finistère,29,"48.3869356827642, -4.48859418332168"
18920,Dimanche Bistrot,bar,,,,,,Rennes,35238,Ille-et-Vilaine,35,"48.1154441625934, -1.67891812965718"
18946,Kilbeggan,pub,,,,,,Trégunc,29293,Finistère,29,"47.8551248811626, -3.85175453073765"
18958,Le Buffet,restaurant,,+33 2 99 94 35 76,,,,Fougères,35115,Ille-et-Vilaine,35,"48.3523503577087, -1.20433192212573"
18960,Le Diplomate,bar,,,,,,Lorient,56121,Morbihan,56,"47.7408325184308, -3.37284812267248"
18990,La cuisine de Patricia,fast_food,,,,,,Martigné-Ferchaud,35167,Ille-et-Vilaine,35,"47.8313098825899, -1.31850073560474"
19008,King Sushi,restaurant,"japanese,sushi",,https://king-sushi.fr/,,,Dinan,22050,Côtes-d'Armor,22,"48.4534251296881, -2.05446670295649"
19030,Le Paparazzi,bar,,,,,,Vannes,56260,Morbihan,56,"47.6583444491006, -2.75251453291287"
19039,Le Grand café,cafe,,,,,,Châtelaudren-Plouagat,22206,Côtes-d'Armor,22,"48.5422240177367, -2.96924565472753"
19064,Gargantua,restaurant,pizza,+33299573224,http://www.gargantua-pizzeria-restaurant.fr/,,,Guichen,35126,Ille-et-Vilaine,35,"47.9693132244761, -1.80557388338894"
19074,Le Ty Retro,restaurant,crepe,,https://www.tripadvisor.fr/Restaurant_Review-g196531-d2372626-Reviews-Le_Ty_Retro-Quiberon_Morbihan_Brittany.html?m=19905,,,Quiberon,56186,Morbihan,56,"47.4832607410413, -3.11859490838739"
19090,Ristorante Del Arte,restaurant,italian,+33299571335,https://www.delarte.fr/restaurants/1166-trattoria-del-arte-bruz,,,Bruz,35047,Ille-et-Vilaine,35,"48.0547845807838, -1.73951074006044"
19137,Bar en Bol,restaurant,international,+33 2 98 44 88 66,https://barenbol.com,,,Brest,29019,Finistère,29,"48.3868782667275, -4.48516975678015"
19152,Citizen Crêpes,restaurant,,,,,,Vern-sur-Seiche,35352,Ille-et-Vilaine,35,"48.0657966413541, -1.62666056758869"
19296,Code 0,restaurant,,+33 2 97 06 37 13,https://cafecode0.fr/,,,Lorient,56121,Morbihan,56,"47.7398285340687, -3.36898247274789"
19297,Le Monde de Camilou,cafe,,,,,,Lorient,56121,Morbihan,56,"47.7394737281073, -3.3687197000834"
19300,Le Mood,bar,,,,,,Vitré,35360,Ille-et-Vilaine,35,"48.124874893311, -1.21303602565723"
19318,Restaurant du Casino,restaurant,,,,,,Perros-Guirec,22168,Côtes-d'Armor,22,"48.8156362510196, -3.45797422838851"
19351,La Salamandre,bar,,,,,,Tresbœuf,35343,Ille-et-Vilaine,35,"47.8830667935819, -1.54591744286111"
19355,La Pommeritaine,restaurant,"pizza,french,crepe",,,,,La Roche-Jaudy,22264,Côtes-d'Armor,22,"48.7317137865993, -3.24312157489408"
19358,Café de la place,restaurant,,,,,,Camaret-sur-Mer,29022,Finistère,29,"48.2764314373526, -4.59668041730575"
19359,Le Capricorne,restaurant,,+33 2 98 54 40 06,https://www.hotel-lecapricorne.com,,,Pouldreuzic,29225,Finistère,29,"47.9539114773947, -4.35950960550733"
19422,Le Bistrot,restaurant,french,,,,,Guingamp,22070,Côtes-d'Armor,22,"48.5625846663735, -3.15329422732609"
19427,Le Transat Kafé,bar,,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.514534316784, -2.76443452123496"
19429,Le Fût Chantant,pub,,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5147779787092, -2.76188684176537"
19445,Méli-Mélo,restaurant,salad,+33 2 99 14 60 69,https://www.melimelo.bzh/,,,Rennes,35238,Ille-et-Vilaine,35,"48.1052251977014, -1.69244518027472"
19478,Tapa'soif,bar,,+33 2 98 76 15 84,,,,Quimper,29232,Finistère,29,"47.9986187887226, -4.07372761097798"
19527,Le Compagnon,restaurant,,,,,,Lanmeur,29113,Finistère,29,"48.646845592044, -3.71668912973286"
19528,O'Roof,pub,,+33 2 97 32 84 51,,,,Guidel,56078,Morbihan,56,"47.772065249855, -3.52679585605142"
19538,L'hacienda,restaurant,mexican,,,,,Lannilis,29117,Finistère,29,"48.5729121769117, -4.5233284547966"
19578,Bar des Sabotiers,bar,,,,,,Camors,56031,Morbihan,56,"47.8310290888336, -2.99847930224485"
19632,Mag'alette,fast_food,,+33652072125,,,,Penmarch,29158,Finistère,29,"47.7986120783101, -4.35140028182502"
19667,Crêperie Au Cottage,restaurant,crepe,,,,,Bourg-des-Comptes,35033,Ille-et-Vilaine,35,"47.9288480781633, -1.73880607346067"
19673,Racines,restaurant,,+33 2 99 65 64 21,https://www.racines-restaurant.fr/,,1.0,Rennes,35238,Ille-et-Vilaine,35,"48.1070589904777, -1.68275813095806"
19706,L’Elysarose,restaurant,crepe,,,,,Jugon-les-Lacs,22084,Côtes-d'Armor,22,"48.4086069257812, -2.32209617742103"
19712,Le Rétro,restaurant,"brasserie,crepe",,,,,Perros-Guirec,22168,Côtes-d'Armor,22,"48.8155736382029, -3.45777540964522"
19764,Le chaudron magique,restaurant,"regional,french,historical",+33 2 96 73 40 34,https://www.le-chaudron-magique.com,,,Moncontour,22153,Côtes-d'Armor,22,"48.360274860426, -2.6338388539165"
19779,Le Ty Douar,cafe,,,,,,Quimper,29232,Finistère,29,"47.9828900635984, -4.07365544279165"
19797,New World Café,fast_food,,,,,,Morlaix,29151,Finistère,29,"48.5803202705745, -3.8305685160953"
19828,BiVio Pizza,restaurant,pizza,+33 6 45 29 37 90,,,,Dinard,35093,Ille-et-Vilaine,35,"48.6326780802049, -2.07689617293462"
19877,Tatabel,restaurant,regional,,,,,Plomodiern,29172,Finistère,29,"48.1693932765413, -4.28916381257136"
19888,Café Concert La Bar Ker,cafe,,,,,,Locmariaquer,56116,Morbihan,56,"47.5684708334271, -2.94460487105417"
19941,Bar-Restaurant du Centre,restaurant,,,,,,Plancoët,22172,Côtes-d'Armor,22,"48.5224279740976, -2.23396205811315"
19942,Le Vénézia,fast_food,italian,,,,,Plancoët,22172,Côtes-d'Armor,22,"48.5221995672361, -2.23466622179873"
20057,Le BaraGwin,bar,,,,,,Brest,29019,Finistère,29,"48.3901242425504, -4.48962742052589"
20060,Délice food,fast_food,,,,,,Brest,29019,Finistère,29,"48.3962483962851, -4.48197625167103"
20130,Crêperie Ty Ar C'hrampouz,restaurant,crepe,,,,,Belle-Isle-en-Terre,22005,Côtes-d'Armor,22,"48.545502599163, -3.39630295086585"
20156,La moussette,cafe,,,,,,Douarnenez,29046,Finistère,29,"48.0952927262597, -4.3247000645419"
20168,Restaurant Le Menhir,restaurant,french,+33 2 98 97 62 35,,,,Trégunc,29293,Finistère,29,"47.8567535687683, -3.85455986991079"
20172,Le chalet,bar,crepe,,,,,Pluméliau-Bieuzy,56173,Morbihan,56,"47.9784840323762, -3.0406972721492"
20186,Le Central Café,bar,,,,,,Carhaix-Plouguer,29024,Finistère,29,"48.2777829354203, -3.56975227162536"
20213,Bo-Bun Express,restaurant,,,,,,Brest,29019,Finistère,29,"48.3840600194234, -4.50140961035979"
20233,La Flemme Cave & Bar,bar,,+33 2 52 32 14 11,,,,Saint-Nolff,56231,Morbihan,56,"47.694204996905, -2.63700427964997"
20263,Pizzeria du port,restaurant,pizza,+33 2 98 56 35 38,https://www.pizzeriaduport-combrit.com/,,,Combrit,29037,Finistère,29,"47.873815016497, -4.11890824837803"
20269,Les Triagoz,restaurant,regional,,,,,Trégastel,22353,Côtes-d'Armor,22,"48.8332502338056, -3.51541080078985"
20277,Chez Homard II,restaurant,seafood,+33768942475,,,,Quiberon,56186,Morbihan,56,"47.4786647758932, -3.12410190259143"
20281,La Raskette,restaurant,,+33 2 98 80 31 99,,,,Brest,29019,Finistère,29,"48.3861238954418, -4.47511264643836"
20290,Le Resto à vins,restaurant,,,,,,Quimper,29232,Finistère,29,"47.9899899546816, -4.11120201041933"
20332,Crêperie Eôs,restaurant,,,,,,Fouesnant,29058,Finistère,29,"47.8948444571881, -4.0105270552213"
20349,Chez Rollais,bar,,,,,,Saint-Brieuc,22278,Côtes-d'Armor,22,"48.5123790780209, -2.76046971339582"
20350,Le Donegal,bar,,+33 2 98 81 97 49,,,,Le Faou,29053,Finistère,29,"48.2973013704263, -4.18087574235886"
20414,Le Barailleur,pub,,,,,,Vannes,56260,Morbihan,56,"47.6593540493378, -2.75256893146448"
20420,Chez Jean,restaurant,,+33 2 56 07 80 75,http://chezjean-bretagne.com/,,,Saint-Caradec,22279,Côtes-d'Armor,22,"48.1916321420413, -2.85020745841888"
20448,La Petite Crêperie,restaurant,crepe,,,,,Saint-Jacut-de-la-Mer,22302,Côtes-d'Armor,22,"48.5973723305716, -2.19083800447572"
20477,Restaurant Mékong,restaurant,chinese,,,,,Lannion,22113,Côtes-d'Armor,22,"48.7329116443819, -3.46359613848506"
